63.82561, 20.25869
63.82564, 20.25854
63.82566, 20.25838
63.82569, 20.25822
63.82572, 20.25806
63.82575, 20.25791
63.82577, 20.25775
63.82580, 20.25759
63.82583, 20.25743
63.82585, 20.25727
63.82588, 20.25712
63.82591, 20.25696
63.82593, 20.25680
63.82596, 20.25664
63.82599, 20.25648
63.82601, 20.25633
63.82604, 20.25617
63.82607, 20.25601
63.82609, 20.25585
63.82612, 20.25569
63.82615, 20.25554
63.82617, 20.25538
63.82620, 20.25522
63.82623, 20.25506
63.82625, 20.25490
63.82628, 20.25475
63.82631, 20.25459
63.82634, 20.25443
63.82636, 20.25427
63.82639, 20.25411
63.82642, 20.25396
63.82644, 20.25380
63.82647, 20.25364
63.82650, 20.25348
63.82652, 20.25332
63.82655, 20.25317
63.82658, 20.25301
63.82660, 20.25285
63.82663, 20.25269
63.82666, 20.25253
63.82668, 20.25238
63.82671, 20.25222
63.82674, 20.25206
63.82676, 20.25190
63.82679, 20.25174
63.82682, 20.25159
63.82685, 20.25143
63.82687, 20.25127
63.82690, 20.25111
63.82693, 20.25095
63.82695, 20.25080
63.82698, 20.25064
63.82701, 20.25048
63.82703, 20.25032
63.82706, 20.25016
63.82709, 20.25001
63.82711, 20.24985
63.82714, 20.24969
63.82717, 20.24953
63.82719, 20.24937
63.82722, 20.24922
63.82725, 20.24906
63.82727, 20.24890
63.82730, 20.24874
63.82733, 20.24858
63.82735, 20.24843
63.82738, 20.24827
63.82741, 20.24811
63.82744, 20.24795
63.82746, 20.24779
63.82749, 20.24764
63.82752, 20.24748
63.82754, 20.24732
63.82757, 20.24716
63.82760, 20.24700
63.82762, 20.24685
63.82765, 20.24669
63.82768, 20.24653
63.82770, 20.24637
63.82773, 20.24621
63.82776, 20.24606
63.82778, 20.24590
63.82781, 20.24574
63.82784, 20.24558
63.82786, 20.24542
63.82789, 20.24527
63.82792, 20.24511
63.82794, 20.24495
63.82797, 20.24479
63.82800, 20.24463
63.82801, 20.24459
63.82801, 20.24459
63.82805, 20.24472
63.82810, 20.24485
63.82815, 20.24498
63.82820, 20.24511
63.82825, 20.24524
63.82829, 20.24537
63.82834, 20.24550
63.82839, 20.24563
63.82844, 20.24576
63.82849, 20.24589
63.82854, 20.24602
63.82858, 20.24614
63.82863, 20.24627
63.82868, 20.24640
63.82873, 20.24653
63.82878, 20.24666
63.82882, 20.24679
63.82887, 20.24692
63.82892, 20.24705
63.82897, 20.24718
63.82902, 20.24731
63.82906, 20.24744
63.82911, 20.24757
63.82916, 20.24770
63.82921, 20.24783
63.82926, 20.24796
63.82930, 20.24809
63.82933, 20.24816
63.82933, 20.24816
63.82927, 20.24826
63.82921, 20.24836
63.82915, 20.24846
63.82909, 20.24856
63.82903, 20.24866
63.82897, 20.24876
63.82891, 20.24886
63.82885, 20.24896
63.82879, 20.24906
63.82873, 20.24916
63.82867, 20.24926
63.82861, 20.24936
63.82855, 20.24946
63.82849, 20.24956
63.82843, 20.24966
63.82837, 20.24976
63.82836, 20.24977
63.82836, 20.24977
63.82829, 20.24985
63.82823, 20.24993
63.82816, 20.25002
63.82809, 20.25010
63.82803, 20.25018
63.82800, 20.25022
63.82800, 20.25022
63.82797, 20.25038
63.82795, 20.25054
63.82792, 20.25069
63.82790, 20.25085
63.82787, 20.25101
63.82784, 20.25117
63.82782, 20.25133
63.82779, 20.25149
63.82777, 20.25165
63.82774, 20.25181
63.82772, 20.25197
63.82769, 20.25213
63.82767, 20.25229
63.82764, 20.25245
63.82762, 20.25260
63.82759, 20.25276
63.82756, 20.25292
63.82754, 20.25308
63.82751, 20.25324
63.82749, 20.25340
63.82746, 20.25356
63.82744, 20.25372
63.82741, 20.25388
63.82739, 20.25404
63.82736, 20.25420
63.82734, 20.25436
63.82731, 20.25451
63.82728, 20.25467
63.82726, 20.25483
63.82723, 20.25499
63.82721, 20.25515
63.82718, 20.25531
63.82717, 20.25542
63.82717, 20.25542
63.82710, 20.25535
63.82703, 20.25529
63.82696, 20.25523
63.82689, 20.25517
63.82682, 20.25511
63.82675, 20.25504
63.82668, 20.25498
63.82661, 20.25492
63.82654, 20.25486
63.82647, 20.25480
63.82640, 20.25474
63.82633, 20.25467
63.82631, 20.25465
63.82631, 20.25465
63.82628, 20.25481
63.82625, 20.25497
63.82622, 20.25512
63.82620, 20.25528
63.82617, 20.25544
63.82614, 20.25560
63.82612, 20.25576
63.82609, 20.25591
63.82606, 20.25607
63.82603, 20.25623
63.82601, 20.25639
63.82598, 20.25654
63.82595, 20.25670
63.82593, 20.25686
63.82590, 20.25702
63.82587, 20.25717
63.82585, 20.25733
63.82582, 20.25749
63.82579, 20.25765
63.82576, 20.25781
63.82574, 20.25796
63.82571, 20.25812
63.82568, 20.25828
63.82566, 20.25844
63.82563, 20.25859
63.82561, 20.25869
